State of Oregon Department of Environmental Quality,,,,,,,,,,
"Underground Storage Tank Facility List as of July 1, 2024",,,,,,,,,,
"Sorted by Zip Code, then by Facility Name",,,,,,,,,,
ID,FACILITY NAME,ADDRESS,CITY,ZIP,PHONE ,PERMITTEE,"#
ALL
Tank","#
ACTIVETANK","#
DECOMM
Tank","#
PERMITTank"
6549,IMPERIAL PAINT COMPANY,2526 NW YEON AVE,PORTLAND,97210,(503)228-0208,"STEVE REARDEN, PLANT MANAGER",25,,25,
2255,INDUSTRIAL EXPORT COMPANY (INDEX),3340 NW ST HELENS RD,PORTLAND,97210,(503)228-6434,"PHILLIP STEINFELD, WAREHOUSE MANAGER",2,,2,
12721,JACKSON ENERGY #5889,3030 NW ST HELENS RD,PORTLAND,97210,(208) 955-6282,RICHARD WRIGHT,1,1,,1
12321,JC PROPERTIES,2684 NW VAUGHN ST,PORTLAND,97210,(503) 228-7131,JOHN YI,1,,1,
6756,JIM FISHER VOLVO,2108 W BURNSIDE ST,PORTLAND,97210,(503)295-5537,"BOB WELLS, SERVICE MANAGER",1,,1,
3709,JONES OREGON STEVEDORING COMPANY,2323 NW SUFFOLK ST,PORTLAND,97210,(503) 228-6601,"ROY SOLOMON, MANAGER-ADMINISTRATION",8,,8,
5670,KATU TRANSMITTER,225 NW SKYLINE BLVD,PORTLAND,97210,(503) 231-4256,Gus McCaslin,2,1,1,1
12397,KEITH ROLLE,824 NW 24TH AVE,PORTLAND,97210,(503) 459-7831,KEITH ROLLE,1,,1,
11622,KEVETY INC,2245 NW NICOLAI STREET,PORTLAND,97210,(503)224-4100,DAVID BLAUNT ATTY. FOR KEVETY,2,,2,
10648,KGW-TV TRANSMITTER,299 NW SKYLINE DR,PORTLAND,97210,(503) 226-5005,"HERB RANDALL, CHIEF ENGINEER",1,,1,
1572,L & J HYDRAULICS CO.,2150 NW 29TH,PORTLAND,97210,(503) 248-0228,"BARBARA JOHNSTONE, OWNER",2,,,
8272,LAGRANDE CHAIN CORP,3865 NW ST HELENS RD,PORTLAND,97210,(503)224-8326,"RICHARD MILLER, CONTROLLER",3,,3,
8273,LAGRANDE STEEL CORP,4000 NW ST HELENS RD,PORTLAND,97210,(503) 224-8326,"RICHARD MILLER, CONTROLLER",2,,2,
3536,"LEE & EASTES TANK LINES, INC.",6115 NW SAINT HELENS RD,PORTLAND,97210,(206) 623-5403,"GARY C. EASTES, PRESIDENT",3,,3,
2096,LEGACY GOOD SAMARITAN HOSPITAL,1015 NW 22ND AVE,PORTLAND,97210,503- 413-8475,Michael Durham,8,4,4,4
5907,LEND LEASE TRUCKS INC,4621 NW SAINT HELENS RD,PORTLAND,97210,(503) 228-1315,"JIM WAKEMAN, SERVICE MANAGER",4,,4,
3074,LIQUID AIR CORPORATION,6529 NW FRONT AVE,PORTLAND,97210,(503)224-4321,"JOHN DELONG, PLANT SUPERVISOR",1,,1,
4550,LOVEJOY CONVENIENCE STORE,2110 NW LOVEJOY ST,PORTLAND,97210,(503) 788-2204,Trent Carter,8,3,5,3
4750,MCCALL OIL MARINE OIL TERMINAL-PORTLAND,5480 NW FRONT AVE,PORTLAND,97210,(503)221-5755,"BERNIE FISHER, TERMINAL MANAGER",1,,1,
8085,MCCRACKEN MOTOR FREIGHT INC,3147 NW FRONT AVE,PORTLAND,97210,(503) 222-4295,"JARED MCARTHUR, GENERAL MANAGER",4,,4,
10532,"MEDICA, ROSE, JOYCE, HOMER",2206 NW THURMAN,PORTLAND,97210,(503)227-7824,"HOMER MEDICA, OWNER",1,,1,
12466,METRO CENTRAL TRANSFER STATION,6161 NW 61ST AVE,PORTLAND,97210,503-223-5920,Debbie Humphrey,1,,1,
421,MILNE TRUCK LINES - SWAN ISLAND,5949 N BASIN AVE,PORTLAND,97210,(503) 283-1390,"JIM GURNEY, MANAGER-MILNE TRUCK LINES",1,,1,
4095,MYERS CONTAINER CORPORATION,3000 NW SAINT HELENS RD,PORTLAND,97210,(503)226-2696,"RONALD BARANICK, PLANT MANAGER",1,,1,
9147,NACCO MATERIALS HANDLING GROUP INC,2120 NW 27TH AVE,PORTLAND,97210,(503) 721-6127,"RICK GOLDSMITH, SR INDUSTRIAL ENGINEER",2,,2,
3494,NEW DELCO PETROLEUM LLC,6115 NW ST HELENS RD,PORTLAND,97210,(609) 213-2092,Baljiit,9,,9,
40,NORTHWEST AIRGAS INC,4959 NW FRONT AVE,PORTLAND,97210,(503)228-0400,"HENERY M BECKER, CHIEF OPERATOR",1,,1,
2153,"NORTHWEST MARINE, INC.",2516 NW 29TH,PORTLAND,97210,(503)228-8222,"KEN UNKELES, OWNER",1,,1,
9670,"NORTHWEST STEEL PROCESSING, INC",3441 NW GUAM ST,PORTLAND,97210,(503) 224-8770,RICHARD COHON,2,,2,
11275,NORTHWESTERN STEEL CONSTRUCTION,2727 NW 35TH,PORTLAND,97210,(503)226-7891,"R.E. NIEMI, ASST SEC",1,,1,
6784,OIL FIRE TRAINING GROUND,NW ST HELENS RD & NW MARINE WAY,PORTLAND,97210,(503)248-5596,DAVE SHORT,3,,3,
12306,PENSKE TRUCK LEASING,4110 NW ST HELENS RD,PORTLAND,97210,503 219 9967,Bryron Cisostomo,2,2,,2
1203,PHILLIPS 66 COMPANY,5528 NW DOANE AVE,PORTLAND,97210,(503) 248-1533,Mark S. Catlow,10,2,8,2
3066,PORTLAND CFN,3125 NW 35TH,PORTLAND,97210,(503)224-8500,Marti Sharp-Sommer,40,27,10,27
7581,"PORTLAND FIRE BUREAU, STATION 16",5645 NW WILLBRIDGE,PORTLAND,97210,(503)243-2946,STATION CAPTAIN,1,,1,
3687,PORTLAND TERMINAL RAILROAD COMPANY,3500 NW YEON AVENUE,PORTLAND,97210,(503) 223-9489,"DAVID J. MATHISON, ENGINEER CONSTR/MAINT",2,,2,
9495,POWER SUBSTATIONS,2425 NW 23RD PL,PORTLAND,97210,(503) 227-7421,DENNIS SCHLOE,3,,3,
11022,QUALITY MILLWORK INC,2700 NW ST HELENS RD,PORTLAND,97210,(503)248-9116,"JERRY COWING, PRESIDENT",7,,7,
11605,QUALITY PIE,111 NW 23RD AVE,PORTLAND,97210,(503)244-1679,CHARLES MERRILL,2,,2,
10114,RELIANCE ELECTRIC,2315 NW 21ST PL,PORTLAND,97210,(503)226-4951,"ROGER SHORF, PLANT MANAGER",1,,1,
2344,RHONE POULENC AG COMPANY,6193 NW 61st Ave,PORTLAND,97210,(503)222-3571,"ROBERT L. FERGUSON, PLANT MANAGER",2,,2,
12115,ROSE CITY MUSTANG,2325 NW THURMAN ST,PORTLAND,97210,(503) 226-3441,KEVIN LOFTUS,3,,3,
11482,"ROSENFELD, JOHN",2761 NW SAVIER ST,PORTLAND,97210,(503) 370-7230,"KATHLEEN THORPE, REA TECH MANAGEMENT INC",2,,2,
11508,RUSS HUBBARD,2535 NW UPSHUR STREET,PORTLAND,97210,(503)227-2288,RUSS HUBBARD,1,,1,
11232,S J NUDELMAN & SON INC,2707 NW NELA ST,PORTLAND,97210,(503)226-4051,"S J NUDELMAN, OWNER",2,,2,
9171,S.E. RYKOFF & CO.,3232 NW INDUSTRIAL ST,PORTLAND,97210,(503) 224-3553,"ANDY RITCHIE, CREDIT & OPERATIONS MGR",3,,3,
10968,SCHMITT FORGE INC,2765 NW NICOLAI ST.,PORTLAND,97210,(503)222-3641,"RANDY KRUPP, MAINT",1,,1,
6306,SCHNITZER INVESTMENT CORP.,3200 NW YEON AVE,PORTLAND,97210,(503) 224-9900,"LINDA M. WAKEFIELD, VICE PRESIDENT",5,,1,
165,SCOTTS ARCO INC,2304 W BURNSIDE ST,PORTLAND,97210,(503)227-2161,"RICHARD SCOTT, MANAGER",4,,4,
3725,SEALY MATTRESS CO,3100 NW INDUSTRIAL ST,PORTLAND,97210,(503) 227-5647,"KATHLEEN R BETZ, FINANCIAL MANAGER",2,,2,
7223,SHAVER TRANSPORTATION CO,4900 NW FRONT AVE,PORTLAND,97210,(503) 228-8850,"DICK DEPEW, PURCHASING AGENT",2,,2,
7120,SHELL PORTLAND DISTRIBUTION TERMINAL,3800 NW ST HELENS RD,PORTLAND,97210,503-225-4217,Joshua Lakomiak,6,2,4,2
6292,SILVER EAGLE,4285 NW YEON AVE,PORTLAND,97210,(503) 243-2260,"LLOYD BROWN, MAINTENANCE SUPERVISOR",10,,10,
1050,"SPECIAL ASPHALT PRODUCTS, INC.",3537 NW SAINT HELENS RD,PORTLAND,97210,(503)295-6490,MICHAEL FITZ,4,,4,
11864,ST. HELENS CARDLOCK,3031 NW SAINT HELENS RD,PORTLAND,97210,(208) 888-6061,Richard Wright,4,4,,4
4135,STAR OIL CO,2344 NW 24TH AVE,PORTLAND,97210,(503)283-1256,MICHAEL A FITZ,2,,2,
10166,"STENGER, HOWARD",5655 NW ST HELENS RD,PORTLAND,97210,(503) 225-9060,DAN SALTZMAN,1,,1,
443,STEVEDORING SERVICES OF AMERICA,3556 NW FRONT AVE,PORTLAND,97210,(503) 231-5307,,3,,3,
6835,SULZER BINGHAM PUMPS INC,2800 NW FRONT AVE,PORTLAND,97210,(503) 226-5494,"JACK HAMILTON, MAINTENANCE SUPERVISOR",11,,11,
8277,"TERMINAL TRANSFER, INC.",3601 NW YEON AVE,PORTLAND,97210,(503) 228-2171,"GEORGE LANGUE, VICE PRES/GENERAL MANAGER",6,,6,
5265,TRANSCON LINES,3182 NW 26TH AVE,PORTLAND,97210,(503)228-7535,"MR. JOHN PRIES, TERMINAL MANAGER",3,,3,
8939,UNITED BEER DISTRIBUTING,2619 NW INDUSTRIAL,PORTLAND,97210,(503) 274-9999,"BOB INMAN, DIRECTOR OF OPERATIONS",2,,2,
1087,UPTOWN CHEVRON,2230 W BURNSIDE,PORTLAND,97210,(503) 224-3859,RON CARTER,7,3,4,3
9422,US ARMY CORPS OF ENGINEERS,8010 NW SAINT HELENS RD,PORTLAND,97210,(503) 326-2460,DAVID HINTZ,1,,1,
6282,USWEST - 24TH RALEIGH SOC - 010591,1600 NW 24TH,PORTLAND,97210,(503) 295-2004,WILLIAM ARCHER,2,,2,
6072,USWEST - MONTE VISTA TERRACE - 010230,3035 MONTE VISTA TERRACE,PORTLAND,97210,(503) 295-2004,WILLIAM ARCHER,2,,2,
1862,WADE MANUFACTURING,2420 NW 31ST,PORTLAND,97210,(503)692-5353,"GARY WILSON, PLANT SUPT.",1,,1,
2137,WESTERN TRANSPORTATION MOORAGE,3710 NW FRONT AVE,PORTLAND,97210,(503) 294-8546,"RAY GOULD, MAINTENANCE SUPERINTENDENT",2,,2,
2815,WESTERN WIRE WORKS,4025 NW EXPRESS AVE,PORTLAND,97210,(503) 222-1644,"STEPHEN PECCIA, GENERAL MANAGER",1,,1,
7927,WHITE GMC TRUCKS OF PORTLAND INC,2705 NW NICOLAI ST,PORTLAND,97210,(503) 226-2411,"JOHN MILLER, SERVICE MANAGER",2,,2,
3493,WILHELM TRUCKING CO,3250 NW SAINT HELENS RD,PORTLAND,97210,(503) 227-0561,"ROBERT WILHELM, PRESIDENT",5,,5,
1995,WILLAMETTE SALES CO,2170 NW RALEIGH ST,PORTLAND,97210,(503)226-4692,"JOHN GRIEVE, MANAGER LABOR RELATIONS",1,,1,
9631,ZINDA MECHANICAL,2355 NW 22ND AVE,PORTLAND,97210,(503) 223-8709,STEVE POPE,1,,1,
5900," PIPE, INC.",755 NE COLUMBIA BLVD,PORTLAND,97211,(503) 240-3595,TERRY L. FIELDS,6,,6,
12490,.46-ACRE VACANT COMMERCIAL SITE,1650 NE KILLINGSWORTH ST,PORTLAND,97211,(503) 946-3625,MARK VUONG,1,,1,
7723,A-1 CONTAINER SERVICES,8330 NE UNION AVE,PORTLAND,97211,(503)289-1883,"TED LAMM, OWNER",2,,2,
8595,ACME GLASS CO INC,2035 NE ALBERTA ST,PORTLAND,97211,(503)281-0091,"RICHARD D WAMBOLD, PRESIDENT",2,,2,
3002,AIRPRO EQUIPMENT INC,2725 NE COLUMBIA,PORTLAND,97211,(503)287-0100,"DON STOLL, BRANCH MANAGER",2,,2,
12049,ALEMEDA CLEANERS,3039 NE ALBERTA,PORTLAND,97211,(503) 257-0109,"SUNG PAEK, OWNER",1,,1,
2519,ALEXANDER'S MOVING STORAGE,3400 NE COLUMBIA BLVD,PORTLAND,97211,(503)288-7321,"ROBERT DE LISLE, BUSINESS MANAGER",2,,2,
2494,AMALGAMATED SUGAR CO,2600 NE COLUMBIA BLVD,PORTLAND,97211,(503) 282-5573,"DEL CRAVEN, PLANT MANAGER",2,,2,
6658,AMERICAN BARRICADE CO INC,173 NE COLUMBIA BLVD,PORTLAND,97211,(503) 285-6616,"DON HADLEY, MANAGER",1,,1,
34,AMERON-PIPE GROUP - NW DIVISION,750 NE COLUMBIA BLVD,PORTLAND,97211,(503)285-2531,"VERNE O SCHOLZ, PLANT ENGINEER",1,,1,
1311,APOLLO DISTRIBUTING CO INC,2540 NE RIVERSIDE WAY,PORTLAND,97211,(503)249-7235,"LARRY MOORE JR, MANAGER",1,,,
3969,ARCO 4271,7509 NE MARTIN LUTHER KING JR BLVD,PORTLAND,97211,(360) 970-2296,Kimberly Medicus,11,,11,
11956,BANK OF AMERICA - WALNUT PARK,5757 NE MLK JR BLVD,PORTLAND,97211,(206) 358-8163,MARK C. MENARD,4,,4,
71,BIGHOUSE RICHFIELD SERVICE,3009 NE KILLINGSWORTH ST,PORTLAND,97211,(503)288-7948,"RALPH BIGHOUSE, OWNER/OPERATOR",3,,3,
9152,BILL MILLERS AUTO WHOLESALE,1530 NE COLUMBIA BLVD,PORTLAND,97211,(503) 283-0874,"BILL MILLER, OWNER",1,,1,
3055,BLUE BELL POTATO CHIP CO,100 NE FARRAGUT ST,PORTLAND,97211,(503)289-8851,"PAUL J LEHNER, DISTRIBUTION MANAGER",3,,3,
5523,BODEN STORE FIXTURES INC - PLANT #1,8910 NE Vancouver Way Unit A,Portland,97211,(503)285-1923,"DON SPARKS, SAFETY MANAGER",2,,2,
10715,BOLSTER ELECTRIC,7202 NE 42ND AVE,PORTLAND,97211,(503)282-8001,"L D BOLSTER, OWNER",1,,1,
9846,BROADMOOR GOLF COURSE,3509 NE COLUMBIA BLVD,PORTLAND,97211,(503)281-1337,"KEITH J HOBSON, GENERAL MANAGER & SEC",4,,4,
8808,BROMLEY INC,2638 NE COLUMBIA BLVD,PORTLAND,97211,5032885585,MATTHEW J BROMLEY,1,,1,
11950,"BRUNDAGE-BONE CONCRETE PUMPING, INC.",1627 NE ARGYLE ST.,PORTLAND,97211,503 793 8364,Roger Smith,1,1,,1
8537,"BUDGET RENT A CAR SYSTEM, INC #4704",2323 NE COLUMBIA BLVD,PORTLAND,97211,(512) 380-7156,Michael Feeley,3,,3,
5351,"CAMPBELL CRANE & RIGGING SERVICE, INC.",8001 NE 14TH PL,PORTLAND,97211,(503) 283-3111,"ELMER MICKELEIT, PRESIDENT",2,,2,
5122,CASE POWER AND EQUIPMENT,1745 NE COLUMBIA BLVD,PORTLAND,97211,(503) 283-2461,"RAY COLLINS, SERVICE MANAGER",3,,3,
11170,COAST CRANE & EQUIPMENT,3620 NE COLUMBIA BLVD,PORTLAND,97211,(503)275-5900,"JOHN WAGNER, VP US BANK",2,,2,
2165,COAST CRANE BODY & EQUIPMENT,4110 NE COLUMBIA BLVD,PORTLAND,97211,(503)288-9177,"ART BELL, PRESIDENT",4,,4,
10080,"COAST JANITORIAL SERVICE, INC.",714 NE ALBERTA ST,PORTLAND,97211,(503)288-5138,"HENRY D SCOTT, PRES",1,,1,
5629,COASTAL TRAILER REPAIRS INC,9414 NE VANCOUVER WAY,PORTLAND,97211,(503) 283-5381,"PAUL E CARLSON, ASST GENERAL MANAGER",2,,2,
7226,COLUMBIA EDGEWATER COUNTRY CLUB,2220 NE MARINE DR,PORTLAND,97211,(503) 285-8111,"TOM F. ZOLLER, GREEN SUPERINTENDENT",1,,1,
3430,COLUMBIA LADDER COMPANY,8120 NE 33RD DR,PORTLAND,97211,(503)281-0888,"KENNETH L. ROUPP, OPERATIONS MANAGER",2,,2,
11452,COMMERCIAL BUILDING,4829 NE MARTIN LUTHER KING JR BLVD,PORTLAND,97211,(503) 284-1109,MARV MORLAN,1,,1,
5146,CONSOLIDATED FREIGHTWAYS,2050 NE RIVERSIDE WAY,PORTLAND,97211,(503) 632-4700,"BRUCE C. BEACH, TERMINAL MANAGER",4,,4,
12438,DIVISION AUTO,7606 NE M L KING BLVD,PORTLAND,97211,(503) 288-7289,LEE KEELER,1,,1,
207,DONALDSON MARINA - G C & M ENTERPRISES,3501 NE MARINE DR,PORTLAND,97211,(503) 288-6169,"GORDON SAHNOW JR, MANAGER",1,,1,
925,ELECTROMATIC INC,6110 NE UNION AVE,PORTLAND,97211,(503)282-7751,"JOSEPH F ROLISON, PRESIDENT",2,,2,
3791,EMERY FREIGHT,1814 NE ARGYLE,PORTLAND,97211,(503) 285-9886,"DONALD NELSON, MANAGER",1,,1,
6577,ENGINE-14,1905 NE KILLINGSWORTH ST,PORTLAND,97211,(503)281-0053,STATION CAPTAIN,2,,2,
4579,FERRELL GAS,641 NE LOMBARD,PORTLAND,97211,(503)672-2561,"LEWIS SMITH, OWNER",1,,1,
11701,FORMER HEATING OIL BULK PLANT,4069 NE MLK JR BOULEVARD,PORTLAND,97211,(503)643-7621,JACK GORMAN,3,,3,
2636,"GRADY, HARPER & CARLSON INC.",2945 NE ARGYLE,PORTLAND,97211,(503)284-9151,"W.T. HARPER, PRESIDENT",1,,1,
9638,GREEN AND GREENER,1101 NE ALBERTA ST,PORTLAND,97211,(503) 287-0262,LYNN GREEN OR ERIC WENTLAND,6,,6,
6461,GRIGSBY BROTHERS PAPER BOX,817 NE MADRONA ST,PORTLAND,97211,(503) 285-8341,WALTER D. GRIGSBY JR.,1,,1,
1288,HAL RITCHIE TIRE COMPANY,211 NE COLUMBIA BLVD,PORTLAND,97211,(503)283-3504,"A A CONNER, PRESIDENT",1,,1,
10025,HANEY TRUCK LINE INC,10505 NE 2ND AVE,PORTLAND,97211,(503)248-2996,"BRUCE MOORER, TREASURER",6,,6,
410,HEINTZ INDUSTRIAL PARK,7607 NE 21ST AVE,PORTLAND,97211,(503) 658-2726,WILLIAM R. HEINTZ,2,,2,
546,HEINTZ INDUSTRIAL PARK,7715 NE 21ST AVE,PORTLAND,97211,(503)285-9106,"WILLIAM R HEINTZ, OWNER",1,,1,
5780,HENRY CO,2946 NE COLUMBIA BLVD,PORTLAND,97211,(503) 288-5454,"RICHARD BARTEL, VP",10,,10,
9268,HESSEL TRACTOR & EQUIPMENT,1409 NE COLUMBIA BLVD,PORTLAND,97211,(503) 289-1103,"FRED GANGWER, CORP SERVICE MANAGER",2,,2,
4104,HESSEL TRACTOR & EQUIPMENT CO,1425 NE COLUMBIA BLVD,PORTLAND,97211,(503) 289-1103,"BRENT HESSEL, VP FINANCE",10,,10,
700,"HUYNH BA'S, INC. (TUAN'S 76)",3323 NE KILLINGSWORTH ST,PORTLAND,97211,(503) 282 2077,HUYNH BA TUAN,12,4,8,4
6630,JACKSONS FOOD STORES #504,5829 NE MARTIN LUTHER KING BLVD,PORTLAND,97211,(208) 955-6282,Andrew Marvin,8,2,6,2
8668,JUBITZ RETREAD PLANT,121 NE MIDDLEFIELD RD,PORTLAND,97211,(503)228-7353,TED JOHNSON,1,,1,
12574,K-33/MVD BAY,3275 NE KILLINGSWORTH STREET,PORTLAND,97211,(503) 292-7733,DAVE DIDIER,1,,1,
598,KLIEVER OMS,10000 NE 33RD DR,PORTLAND,97211,(503)378-3914,"B.N. SCHRIEVER, INSTALLATIONS OFFICER",3,,3,
7463,LARSEN OIL COMPANY,2500 NE COLUMBIA BLVD,PORTLAND,97211,(503)281-0003,Randy Larsen,6,,6,
5795,"LYNCH COMPANY, THE",6000 NE UNION AVE,PORTLAND,97211,(503) 282-7791,"RICHARD A RALSTON, PRESIDENT",2,,2,
365,"MATLACK, INC.",8101 NE 11TH AVE,PORTLAND,97211,(503)285-3379,"JERRY BOUYEAR, SERVICE MANAGER",5,,5,
5439,MCCALL HEATING CO,1650 NE LOMBARD ST,PORTLAND,97211,(503) 221-5880 # 4,Ted McCall,9,3,6,3
8178,"MORRISON, GLEN",1540 NE KILLINGSWORTH ST,PORTLAND,97211,(503)286-1673,"GLEN MORRISON, PRESIDENT",2,,2,
3774,MULTNOMAH COUNTY DRAINAGE DISTRICT #1,1880 NE ELROD DR,PORTLAND,97211,(503) 281-5675,"TIM J HAYFORD, MANAGER",2,,2,
4557,NABISCO BRANDS INC - DISTRIBUTION CENTER,100 NE COLUMBIA BLVD,PORTLAND,97211,(503) 289-1534,"DENNIS FRANTZ, OPERATIONS MANAGER",2,,2,
4992,NORTHWEST TRAILER PARTS INC,2705 NE ARGYLE ST,PORTLAND,97211,(503) 288-7431,WALLACE LEWIS,2,,2,
7936,NW INTERNATIONAL TRUCKS,61 NE COLUMBIA BLVD,PORTLAND,97211,(503) 285-9300,"CHUCK MECHLER, SERVICE MANAGER",1,,1,
9684,OR HUMANE SOCIETY,1067 NE COLUMBIA BLVD,PORTLAND,97211,(503) 285-0641,"PATRICK SWEENEY, EXECUTIVE DIRECTOR",1,,1,
462,PACIFIC POWER & LIGHT,7719 NE 21ST AVE,PORTLAND,97211,(503)286-2709,"DOUG BUTLER, POWER SUPERINTENDENT",1,,1,
9107,PHAN VAN CONG,625 NE KILLINGSWORTH,PORTLAND,97211,(503) 281-7591,"VAN CONG PHAN, OWNER",5,,5,
11624,PIER 33 MARINA,2909 NE MARINE DR.,PORTLAND,97211,(503) 731-7616,STAN JONES,2,,2,
11916,PIONEER TRAILER,7559 NE 33RD DRIVE,PORTLAND,97211,(503) 288-1929,RICH ZAHURSKY,1,,1,
12050,PORTLAND DEVELOPMENT COMMISSION,5131 NE M L KING BLVD,PORTLAND,97211,(503) 823-3244,"ROBERT L. GAY, ENVIRONMENTAL COORDINATOR",1,,1,
7669,PORTLAND YACHT CLUB,1241 NE MARINE DR,PORTLAND,97211,(503)285-1922,"DALE OLANDER, PORT CAPTAIN",3,,3,
6322,QWEST CORPORATION dba CENTURYLINK  (R007,2111 NE ARGYLE,PORTLAND,97211,(206) 346-7532,Thomas Pitts,7,,7,
5639,RAIMORE CONSTRUCTION,1050 NE COLUMBIA BLVD,PORTLAND,97211,(503) 493-3533,Jeffrey Moreland,3,,3,
4958,REX WALKER PLUMBING & HEATING,2038 NE ALBERTA,PORTLAND,97211,(503) 288-5593,"ROGER P JAUCH, SECRETARY-TREASURER",2,,2,
5560,RIVERSIDE GOLF & COUNTRY CLUB,8105 NE 33RD DR,PORTLAND,97211,(503)288-3471,"TONY ANFINSON, GOLF COURSE SUPER",1,,1,
1594,ROBERTS MOTOR CO,550 NE COLUMBIA BLVD,PORTLAND,97211,(503) 240-6282X200,"VITTZ-JAMES RAMSDELL, PRESIDENT",2,,1,
12422,ROBIN MESCH,1760 NE DEKUM ST,PORTLAND,97211,(503)224-9033,ROBIN MESCH,1,,1,
10056,ROCKET STATION,11 NE KILLINGSWORTH,PORTLAND,97211,(503),"SHAG HOLT, LESEE",4,,4,
7183,RODGERS MARINE ELECTRONICS,3417 NE MARINE DR,PORTLAND,97211,(503)635-3626,"RODGER JENKINS, OWNER",2,,2,
4343,ROLLINS LEASING CORP,1 NE COLUMBIA BLVD,PORTLAND,97211,(503) 283-2586,"WILLIAM J DONAHUE, DISTRICT MANAGER",6,,6,
9052,"ROSE, PHILLIP D",4124 NE KILLINGSWORTH ST,PORTLAND,97211,(503) 288-4712,,3,,3,
8188,RUTH ASHBROOK BAKERY,6360 NE M L KING BLVD,PORTLAND,97211,(503)232-3221,"DARWIN DITTMAR, CONTROLLER",2,,2,
12302,SCS COMPANY,6444 NE M L KING BLVD,PORTLAND,97211,(503) 656-3224,SID COOPER,1,,1,
33,SMALL PARTS MFG INC,4401 NE MARTIN LUTHER KING JR BLVD,PORTLAND,97211,(503)287-1181,MERT ROCKNEY,1,,1,
7847,SMITHWICK BLOCK CO,1750 NE LOMBARD PL,PORTLAND,97211,(503) 285-4557,"JAMES HAMMER, PRODUCTION MANAGER",1,,1,
375,SPACE AGE FUELS,7912 NE M L KING BLVD,PORTLAND,97211,(503) 212-3900,Chris Huiard,9,5,4,5
10150,SPECTRUM PROPERTIES,820 NE MARINE DR,PORTLAND,97211,(503) 275-6320,"R L BOLME, MANAGER",2,,2,
4047,"STAFF JENNINGS, INC.",2900 NE MARINE DR,PORTLAND,97211,(503) 287-2461,"JEFFREY S. JENNINGS, PRESIDENT",1,,1,
4027,STAR- OIL CO.,232 NE MIDDLEFIELD RD,PORTLAND,97211,(503)283-1256,MARK FITZ,2,2,,2
2670,STAR OIL COMPANY,9000 NE SANDY BLVD,PORTLAND,97211,(503) 283-1256,MICHAEL A FITZ,3,,3,
8507,STAR-OILCO,12301 N FORCE,PORTLAND,97211,(503)283-1256,"MICHAEL A. FITZ, GENERAL MANAGER",2,,2,
7720,TED LAMM DBA LAMM MOTOR CO.,8250 NE UNION AVE,PORTLAND,97211,(503)289-1883,"ELIZABETH LAMM, OWNER",6,,6,
8545,TFORCE FREIGHT-PORTLAND,1025 NE COLUMBIA BLVD,PORTLAND,97211,(804) 291-5850,Ken Recke,6,,6,
11580,TIMBERLINE DODGE,2757 NE PACIFIC STREET,PORTLAND,97211,(503)257-9292,MIKE WILLIAMS @TNCC,2,,,
10928,TOM E BODEN STORE FIXTURE - PLANT #1,8900 NE VANCOUVER WAY,PORTLAND,97211,,,1,,1,
7977,TRANSPORT REFRIGERATION COMPANY INC.,7545 NE 33RD DR,PORTLAND,97211,(503)288-5811,"V.P. WACHTER, PRESIDENT",1,,1,
8517,TUAN AUTO SERVICE,1405 NE KILLINGSWORTH,PORTLAND,97211,(503)288-3927,TUAN ANH NGUYEN,5,,5,
7303,TYEE YACHT CLUB,2929 NE MARINE DR,PORTLAND,97211,(503)284-4772,"LEE SHANKS, RESIDENT MANAGER",3,,3,
6569,UNION MLK CARDLOCK,8100 NE MLK,PORTLAND,97211,(253) 867-3281,Selim Abounader,5,5,,5
544,USWEST,2005 NE COLUMBIA BLVD,PORTLAND,97211,(503) 295-2004,WILLIAM ARCHER,1,,1,
6266,USWEST - VACANT SOC - 010532,1130 NE ALBERTA,PORTLAND,97211,(503) 295-2004,WILLIAM ARCHER,1,,1,
9559,V A HEINTZ,1835 NE COLUMBIA BLVD,PORTLAND,97211,(503) 286-1772,"DONALD WILSON, POA",3,,3,
11695,VACANT PROPERTY,6501 NE M L KING BLVD,PORTLAND,97211,(503),JAMES BERRY,1,,1,
722,VAN'S 76 FOODMART,5520 NE M L KING BLVD,PORTLAND,97211,503-887-7188,Van C. Phan,10,4,6,4
5446,"VOLUPARE, INC.",1729 NE ARGYLE ST,PORTLAND,97211,(503) 285-6646,"DONALD ROBERTSON, PRESIDENT",3,,3,
8094,WALNUT PARK WAREHOUSE,5225 NE UNION,PORTLAND,97211,(503) 223-3171,"JOE PIGNOTTI, BUILDING SUPERINTENDENT",3,,3,
10383,WHITAKER MIDDLE SCHOOL,5700 NE 39TH AVE,PORTLAND,97211,(503) 280-5620,,2,,2,
8979,"WILSON, PHYLLIS A",3905 NE COLUMBIA BLVD,PORTLAND,97211,(503) 620-0839,"PHYLLIS WILSON, OWNER",1,,1,
12304,WIRFS & JOHNSON BUILDINGS,5001 NE M L KING BLVD,PORTLAND,97211,(503) 823-3200,DAVID OBERN,4,,4,
9904,WOODFEATHERS INC,8414 N VANCOUVER,PORTLAND,97211,(503)289-8813,"RON GOTCHER, PRESIDENT",1,,1,
9049,ZUSMAN SCRAP METALS,1525 NE COLUMBIA BLVD,PORTLAND,97211,(503)289-8074,"MELVIN ZUSMAN, OWNER",2,,2,
